"url","name","location","rating","review"
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Noor","Phoenix",5,"I like the two heads of the pen and it lasts long time"
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","chula","north carolina",5,"Everyday"
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Ash","Newark ohio",4,"I use the product to add a pop of colour. It is very bright and gives that extra eccentric touch."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","fashionhydra","chicago,il",2,"Love the sponge end for feathering the liner, but it's so soft I found it hard to keep neat."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","LC","Long Branch, NJ",1,"It does go on nice and smooth but smudges absolutely everywhere so quick. I had only put it on my top lid and it was half way down my cheeks. Probably one of the worst eyeliners I've ever used."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Tiff","Michigan",4,"I got the blue and yellow liners and I love them! I hardly ever see drugstore brands have PIGMENTED pastels. I used these both on the upper lash line and waterline, the waterline only lasted about 4 1/2 hours. But they are so perfect for the upper lash line to give an extra pop of color, they lasted about 9 hours before smudging on my lid. Which is awesome, because I didn't use primer. (I consider my lids to be normal, not overly dry or oily.) The blue took only two swipes to be opaque and the yellow took three.<br /><br />These are very comparable to Stila smudge sticks, only a little more creamy/smooth. I would love to see more colors with this particular liner."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Amber","Arkansas",5,"I use this product everyday. Absolutely love the matte look of this product. Stays on all day long. I have this pencil in both brown and black."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","saral","Milwaukee, WI",5,"This is the one and only eyeliner pencil i have found that keeps my waterline rimmed! It also stays on my top lash line all day long.  I never leave reviews, but i am that confident about this eyeliner."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","leighfost","Oregon",5,"I really like how creamy the pencil feels. Glides on."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","BeetyBoop","Winston Salem NC",1,"I was hoping this would last as long as the Revlon Colorstay eyeliner (which I have used for yrs.) but this one doesn't.  It only lasted a couple hrs. then smudged and faded."
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Eyes","Florida",4,"Eyes. It's a liner. Also has a smug tip on opposite side of pencil.   It goes on smoothly holds pigment all day. Even on hot humid days"
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","Chiby","Houston TX",1,"30 minutes after applied it looked like i cried. I don't recommend it at all"
"http://www.ulta.com/photoready-kajal-eye-pencil?productId=xlsImpprod11851091","TP","NY",1,"I use blackest black colors for eyes on daily basis. Revlon was best pencil I used for over 15 years. Daily. But then, first, they kept making pencils shorter and shorter and each time more expensive. I still loved the color and kept buying. But now its nonsense. Among pencils there is no black, at most dark grey. I tried to add liner that they labeled blackest black, but it looks at best light gray or medium brown. Looks like I have to switch the company. Revlon, please get your blackest black pencils back."
