"url","name","location","rating","review"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Ashley","Kannapolis, NC",5,"I love this lipstick and how well it stays on throughout the day!  I wear Iconic which is a very neutral color with my wardrobe. You can't go wrong with one of these lipsticks!!"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Naej","Mpls,MN",5,"Easy to apply and the color lasts longer than most lipstick."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Lip Smackin' Ash","Mobile, AL",4,"My only regret is not buying more colors! It's very smooth and the color truly does last. Most other &quot;color stay&quot; lipsticks I've used leave your lips feeling dry and painted on. This lipstick is very satiny feeling and leaves my lips feeling moisturized."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Tlpick","SLC",5,"I use this lipstick and the color lasts 12-hours. I love this lipstick!"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Lynn","Orange County",5,"Thank you"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Kate the catlady","Allentown",2,"Was looking for a matte finish. I am in my sixties with some level of lip lines. I wanted to try a different finish to see is something minimized that. This just made my lips look dry. Better on younger women or maybe fuller lips."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Catlvr","North Carolina",2,"I like Revlon lipsticks and have been using them for years.   I am really disappointed in this one.  It does go on easily but the color payoff was not there.   It wears off easily and it tends to be sticky and roll up.   I won't buy again or recommend."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Nikki","Dfw, texas",4,"I would recommend this lipstick. It seems to last long. I just wish it was a tad darker."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Love me some Ulta","Souderton, PA",5,"From the first time I applied this lipstick, it instantly became my favorite. There are so many great color selections and it is so light, you hardly remember it is on!"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","M","Texas",5,"I have tried many lipsticks in 50 something years.  This is the only one I buy again and again. It feels moist going on, sets in a few seconds then lasts for hours and hours.  I use a neutral pink like chapstick - except it lasts so much better - and looks great. Even application - get a color and love it!"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Savannah Gal","Savannah, GA",5,"I have been buying this lipstick in two colors since Revlon introduced it. It has super lasting power and the color selection is great.I usually top it off with a gloss for added shine."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Kathy","Holiday, Florida",1,"I bought the lipstick, because the color looked nice, but when I put it on, there was barely any color at all. I'll be returning it the next time that I come back to the store."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Nursemarsh","East peoria IL",5,"Stays on better than any other lipstick that I have used in the past. Many color selections and goes on smoothly. So far very satisfied with this product."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Lynn","Grenada",5,"I put this lipstick on in the morning.  I don't need to reapply till after i eat at lunch.  Really, even after eating, it is still on.  It just needs reapplying after I have wiped my lips.  I have never had a lipstick to hold on for as long as this does.  It doesn't dry my lips like some &quot;long-lasting&quot; color does!"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Sana","MO",1,"I love the colors available. I was looking for a nice bright pink, and this fit the bill. It applies easily. But it is very drying. The 'matte' finish seems like it just sucks the moisture out of my lips. My lips became so dry that all the fine lines were amplified in my lips. I've tried to apply a lip moisturizer before or after application, but it hasn't helped. It makes my lips &quot;pill.&quot; The color doesn't last long either (maybe an hour or so, won't make it through a dinner). I bought this in two shades, and will return the second one, which I haven't opened yet. I'm really disappointed, probably the worst experience I've had with a lipstick :( At least it was inexpensive."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Michelle","Philadelphia",5,"I tried this and was initially put off because it felt a bit sticky, but after a couple of hours, it wasn't sticky anymore, but it really stayed put!  It even stayed on through a shower!   I was trying to match a Revlon sheer color and this is the perfect match, with better coverage."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Nessie","Kingsport Tennessee",4,"All products that I buy it is so great I love it because the lipsticks one use its gonna all day u don't wanna put lipstick all the time even u wanna after u eat the lipstick still there."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Lipstick Lady","Myrtle Beach",3,"The color looks more like a natural lip color"
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Les","MArlboro, NJ",5,"Wear it every day."
"http://www.ulta.com/colorstay-ultimate-suede-lipstick?productId=xlsImpprod4950065","Patriot Mama","Illinois",1,"It's sticky feeling and does not wear well at all. Fades way too quickly"
