"url","name","location","rating","review"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Dutchmakeupgirl","Seattle, WA",4,"This is by far my favorite drugstore blush. I love that it also has a bit of sparkle in it so it can leave a little shimmer."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Angel15","Baltimore, MD",5,"Great color, goes on smooth. Have been buying for years. Always works"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Tessa","Livermore, CA",4,"Great color to add to natural skin tone"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Tamara","Cleveland Ohio",5,"I use this product daily."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","none","Corona, Ca",5,"With my fair skin it's hard to find the right color of blush. I prefer a natural look. Not too heavy"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Kricket","DeWitt, MI",5,"Use daily.  Applies nicely"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Amy W.","Boston, MA",5,"This blush is perfect for summer! It gives you a nice glow without going over the top---great especially for finishing up your contouring and bringing everything together to look natural."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","ksfla","St Augustine, FL",5,"Nice shade, goes with different lipsticks and what you're wearing."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Mema","Commack NY",4,"I use it every day,  blush"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","nomad","garland, tx",4,"I've used it before and needed to replenish -- too pricy"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","g","minnesota",3,"Product too heavy"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Liz","Oakley, il",5,"I would tell other people."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Astew","Healdsburg, CA",2,"The color doesn't show up on my cheeks even after pressing hard in the color and blush brush."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","HazelEyes","New Orleans, LA",4,"I have been sorta obsessed with experimenting with blushes lately. I tend to stick to a natural look and use bronzes daily but I chose to try this color and it is so beautiful and very pigmented. You only need a little to get a perfect color on your cheeks. Revlon blushes always tend to be so beautiful. Definitely obsessed!"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","tsmith","san francisco",5,"Blush is my favorite cosmetic.  I love to throw this one on before I go out the door, even if I'm just dressed like a tomboy.  It never goes on streaky or too strong."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","On a budget","Sarasota, FL",5,"Is absorbed into the skin after a few hours and needs touch up"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Brandy170","Canada",5,"I love the blush color. It really compliments my skin color at an affordable price."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Minzy","Orlando, FL",5,"I like it for its light, natural color."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Beauty","Orlando",3,"I wish Revlon would stop changing their blush and bronzing lines.  Each release seems lower quality than the last. And if you like a color you might be out of luck when and if you go to repurchase."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Shortenuff","Houston, TX",4,"I've only used it once, but it went on easy and I liked the color."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","monik1560","Altamonte Springs, Fl. 32714",5,"I love"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","mountaingal","Binghamton NY",5,"I love my Revlon Products. It's tried and true ."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Pam","Harrah, Okla.",4,"I like this coverage, you don't need much of this blush, just a few strokes, I'm sure this will last me a while."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","none","lafayette, la",1,"It's too orange on my skin and the powder crumbles and gets all over my clothes. <br />I had to go buy another brand."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Patti","Las Vegas, NV",4,"Daily use"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Ivana","Orlando, fl",4,"Blusher put on in the morning goes on smoothly."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Abbey","Charleston, SC",5,"I am extremely pale and struggle with finding blushes that look natural with good color and pigmentation. I'm super impressed with this blush and bought it on a whim, not really paying attention. Boy am I glad that I grabbed this blush, because it is now my go to color for any event."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Queen B","Eugene, OR",2,"this product instantly started to deteriorate as soon as I began to use it. I will never get this again would suggest another bronzer."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Mary","Statesboro, GA",4,"This seems to be a good blush."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","cupcake83115","Portland, ME",1,"This blush goes on really well and lasts all day, but it caused horrible  breakouts on both my cheeks! I bought this in &quot;Oh, baby! Pink&quot; and it was a beautiful color, just a shame it didn't work well for my skin."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Nana","Dallas, TX",5,"I use it everyday when I apply my makeup. It is perfect for me."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Madditalian","Tennessee",4,"Great coverage"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Style in nc","Cary, nc",4,"This is my go to blush! I hope they never stop making this! I've searched and searched for a better blush at this price point and can't find one i like better! Even the more expensive blushes aren't as good for me!"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Gucc","Valencia, CA",5,"Lucky, bought it to replace a different brand/color, very happy with and will continue with."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","par","Houston, TX",1,"The blush is fine once you can get to it, but trying to open the container every day is a chore. I have to use a nail file or a tweezers or a scissor to get pry it open."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Blush","Lowell ar 72745",5,"Good price"
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","jewels","South Carolina",5,"Just enough color, great peachy hue, still looked natural."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","jewels","South Carolina",5,"Loved the gentle peachy hue, it was just enough color for contrast while looking natural."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","ChihuahuaLover","Watertown, SD",5,"These are easy my favorite drugstore blushes. I used Racy Rose (which I'm guessing is discontinued now) every day back in high school and I recently bought Dare to Bare. I think these are great for beginners in makeup, but still great for advance makeup users as well."
"http://www.ulta.com/powder-blush?productId=xlsImpprod6320736","Jul","Iowa",4,"Brush that came with is too small."
