"url","name","location","rating","review"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Cynthya","Compton ca",3,"i was using this for my contouring but didn't like it so much because i personally prefer powder for my contouring. and this one was a little bit difficult to blend out.<br />i had only purchased this because my cousin had recommended this. works for her,not for me."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Lcs","Milwaukee,wi",5,"Great coverup"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","averagegirl123","sacramento, CA",5,"works great, easy to use and even do touchups"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Karen","Houston, TX",5,"I read this was good. I usually buy more expensive brands, but I tried it. Best coverage I ever had, so I bought another one for my purse. Covers my red, brown, and bruises beautifully. Inexpensive, too. Highly recommended."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Sher","AZ",4,"Would like the container tube to be more slender to get into eye area more easily."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","AJK","Arizona",4,"Always use this after applying foundation and a GOOD moisturizer. Find the right color. My best advice is to not skimp when using this product."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Mel80","Burlingame CA",5,"Great, just wish it wasn't so pricey. The packaging could be better."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","sevenbutrflys","Dallas, TX",5,"This works better than the super pricey Dermablend! I have areas of red splotches at times and this works beautifully giving me even coverage that lasts all day!"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","TA","Michigan",4,"To cover under eye circles and cover some problem areas."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","charlie","san diego ca",5,"I use this under cover up"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","MKA","Waterbury, CT",5,"Highly recommended."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","gensworld","Fresno, CA",3,"I just don't like that it looks dry and breaky with the setting powder"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Carolyn","Seminole FL",5,"Love it"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Cuassadilla","Georgia",4,"Okay so I love this so much! I love buying this for a lot cheaper than brand name stick foundations! BUT! It is a little hard to blend so my suggestion AND THIS IS WEIRD but to take a lighter NOT TOO CLOSE and liquids it a little so it's not so dry and blend out with VERY DAMP BEAUTY BLENDER AND THEN IN CIRCULAR MOTIONS A FLUFFY BRUSH FOR THE BEST LOOK!"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Lisa loves ulta","Youngsville, Louisiana",5,"I love the way it blends smooth on my face ."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Smooch6","Hoffman Estates, IL",4,"Very is to apply on my face. I apply it under my eyes or wherever I want my face to be highlighted and then either use my sponge or brush to blend it in with my makeup."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","A","Milwaukee, Wi",4,"Concealer"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","kristina","sarasota, florida",3,"smells bad and chemical. won't buy again.."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Makeuplover82","Ny",1,"Returned it.. Dry and did nothing ..."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Natalie","Alabama",4,"I think it's better for dark circles than blemishes because the applicator has a broad surface. It covers my dark circles completely, but it creases and looks cakey with powder on top. It's a good product for the price, just takes a little midday maintenance."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Mdobbins09","Romeoville, IL",5,"Love it! Perfect coverage and tone for my fair skin."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Doris","Mckinney, tx",5,"Not greasy and does not turn my face orange."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Rose Singer Girl","Nashville, TN",5,"Apply in spots and blend with sponge, works beautifully!"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","charlie","san diego ca",5,"Natural look"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","TAMARA","CHARLOTTE,NC",5,"I love this product. I love the fact that it's in a tube. No messy make up sponges and no make up on my fingers. It goes on very smooth also. I can always find what I need in stock at Ulta. They always have my color. You can't beat the coupons and reward system either! I am very pleased with my makeup and the cost. I'll definitely come to Ulta when I run out."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","NinaTheWriter","New York",4,"So far I like this stick its easy to apply and I can blend it with my fingers. However, it feels kind of chalky when its been applied and the tint makes me look fairly orange. I know Im a difficulty skin town to match foundation to but this was the closest color they had for me. I can use this as everyday makeup."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Ashlee","New Braunfels, TX",5,"I use this in the color Rich Ginger to contour my face (I'm fair/light skin tone). This product provides such a beautiful and natural looking contour and blends SO WELL. I just use the Real Techniques expert face brush to blend and I always get compliments on how natural and beautiful my contour is. <br /><br />I can't give a review about using this as a foundation, but if you're looking for a cream contour product I highly recommend trying this."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Nickie","Riverside CA",4,"Use it for under eye coverage. Blends well.<br />Doesn't flake or crack."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","spingirl","centennial co",1,"nothing"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Tlfen","Bowling Green, KY",4,"It was alittle pricey for my budget at Ulta compared to other stores but hard to find, which is why I bought it there. However, the day I bought it I had some good deals. I prefer stick foundation because it is easy and quick to apply. I do like it and will buy again."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Dana","Louisiana",5,"This product covers very well without caking into fine lines. It also lasted throughout the entire day."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Amy W.","Boston, MA",5,"I bought this to contour with--and I love it! The formula is super creamy and blendable."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Lely","Long Branch, Nj",5,"Buying more"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Lely","Long Branch, Nj",5,"Love it!"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","maddy","shreveport",5,"I really liked it"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","brownie","Charlotte, nc",5,"I had some before. Lost it. Had to run out &amp; get more."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Sav","Youngstown, OH",5,"I use this product to contour my cheeks"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","maddy","shreveport",5,"STAYS ON LONG"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","megan330","Northern California",2,"I was disappointed in this product. I love the revlon whipped foundation but my skin just doesn't agree with it anymore so I had high hopes for this stick. Alas, it doesn't stay on very well, doesn't have very good coverage and settled pretty badly by the afternoon. Definitely wouldn't purchase again."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Wendy","Anderson, SC",1,"It doesn't blend well and I returned it."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Karen","Bedford, Virginia",5,"Everyday! A great concealing tool!"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Jones","Naperville,IL",2,"This product is great if you're running low on time and just want something to balance skin tone.. but the coverage is extremely light"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Carmen","Stockton, ca",5,"Love it"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","MeganMarie","Dallas, TX",4,"I wanted something quick and easy for every day use and I think I found it. Goes on quick isn't heavy and I can always go over with some loose powder to help set it."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Treena","San Antonio,tx",4,"I use it to contour. It blends nicely and super smooth. I use it when I got out and sometimes an everyday work look."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Ivvy0203","Brandon FL",5,"I love how easy it is, when you're in a rush. Blends well worth skin"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","JaniceAnn","Youngstown, Ohio",1,"I had high hopes for this product, this product did not blend and it sat on top of my pores and made them look even bigger. I tried appling this 3 ways; beauty sponge, brush and fingers. This product is not for oily and slightly textured skin.  Returned it."
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Lynn","Orange County",5,"I apply it when I going out. If you have any coupons discount please send some. Thank"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","no","bowling green. ky",5,"thanks"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","Jkelley","Florida",1,"Disappointed"
"http://www.ulta.com/photoready-insta-fix-makeup?productId=xlsImpprod11791035","maaya","Syracuse, NY",4,"I bought this because I wanted a convenient foundation to put on when I traveling. I have oily skin and so wasn't expecting much but was pleasantly surprised. I would have given this a 5-star except that I can't testify how it holds up to oily skin in summer, since it's fall/winter now.<br /><br />The coverage is medium and buildable; I was happy that I could build coverage without it being cakey. It stayed matte during the day and didn't &quot;break&quot; on my nose, as most foundations do (though, again, it's fall/winter now). It blends well, even with fingers. The shade I got was an EXACT match, which is impressive (usually they're too yellow or too pink).<br /><br />The only downside is that it's small; 2/3 of the tube is the rotating part, not the part that actually encloses the stick. I mean... if only 1/3 of the tube is the actual product, then they could have made the rotating part shorter, or lowered the price!"
