"url","name","location","rating","review"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","LG","Phila, PA",1,"Did not like texture and consistency of product."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Pompomlover","Sioux Falls, SD",5,"I didn't realize at first that this was a fiber mascara as it isn't a feature shown brightly on the packaging... But  it works amazingly to add volume and then a little goth.  Needed to apply several costs to get the look I wanted but once I did it was beautiful.  You will need a good waterproof eye makeup remover tho so be warned about that.....my oil remover even needs a couple of applications to do the job."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Becca","CA",5,"This product does what it says. It doesn't flake through out the day. I'd buy this again."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Allie","Wyomissing, PA",2,"I have naturally long lashes, but this mascara did nothing for them. it made them some how look stubby and thin. I have the same mascara but with the red lid and LOVE that but this one just plain did not work."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","EL","Kansas City",5,"This mascara does really well at separating my lashes. It's pretty decent at length and volume. I prefer this over the $25 Benefits mascara I've been using!"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","laura","western mass",3,"nothing special. Its a solid everyday mascara but nothing remarkable. doesnt flake or smudge but doesn't give you super volume or length. I've noticed no matter how much I curl my lashes this tends to straighten them out as it drys."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Nay","Volusia",1,"Brush was bad from start, returned and opened in store - same thing"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Amazon Girl","Ulta Spartanburg SC",1,"Not happy with product. Bad brush and mascara clump and is dry hard to apply. Not sure if mine was faulty product because this was my first time trying it"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Lisseth","Highlands ranch co",1,"I didn't like this product at all "
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Mary girl","Los Angeles California",1,"Not happy with it but now I'm stuck with it and can't return it"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Olivia Begnel","O'Fallon, Missouri",1,"This mascara made my lashes clumpy, and overall didn't do anything great for them. Also this came of just as any other mascara would. But this is the only one of their mascara i've tried, so i'm not saying the others are bad either."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Dawness71","Lawton, OK",5,"I love the length it gives my lashes. I used to use Max Factor 2000 calories. Now that you can't find it in the stores anymore, this Revlon mascara is the closes I found to Max Factor."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Adina","Irvine, CA",5,"I work outdoors and in a pool, this mascara looks great and lasts sooo well. A bit difficult to remove but I'm not complaining."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Wendy","Texas",5,"TOTALLY love this mascara! The little lash extension pieces in this rock! You get thicker, longer lashes with one application. I use the black waterproof all the time. Never smears, runs or quits doing its job."
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","Lena V","Northern California",5,"Really lengthens and fans out your lashes. The waterproof is REALLY waterproof, and will not budge. Love this mascara"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","rachel","california",3,"Looks natural, but it definitely flakes, even with lash primer and setting spray. I use the one I bought, but probably won't buy another"
"http://www.ulta.com/volume-length-magnified-waterproof-mascara?productId=xlsImpprod13541025","LuxeLove","Portland, OR",2,"On the plus side this doesn't clump, it applies smoothly, and it gives your lashes a little more length and volume in a very natural way. That part I love. The problem is the waterproof formula. I often wear waterproof mascara in the summer because I'm more likely to get sweaty and my mascara will smudge. I wore this for the first time the other day, checked my makeup before leaving my apartment (about 45 minutes after application), didn't even get sweaty since it was just in the 70's, and when I checked a mirror a few hours later found big mascara smudges on my brow bone. Also, it flaked. This doesn't qualify as waterproof at all."
