"url","name","location","rating","review"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Judy","Peabody, MA",5,"Doesn't pull on your lashes like some brushes/combs.  Best one yet."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Sher","Lubbock, Texas",5,"Great for smoothing out my eye brow powder"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","CR","San Jose",2,"I don't think it worked very well."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Italiophele","Sarasota",2,"Not very sturdy.  Didn't straighten the hairs"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","LISA","Reno, NV",4,"I have had a really hard time finding an eyelash / eyebrow brush / comb with a straight comb versus one with a curve to it, so I was thrilled to finally find this one.  I also really like the handle - it is easy to grip and hold on to versus straight, thin sticks."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","tweety","Bunnell, FL",5,"the product is great"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Rosie","Eugene, Oregon",4,"It is simple to use and does the job"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Beemur","Tulsa Ok",5,"It separates my lashes after putting on mascara."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","MCM","Athens, Tx",5,"Separates eyelashes and removes clumps."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Suzie the Saver","Wi",5,"I did what it was to do, so I'm very happy with it."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","G","Clearwater",3,"The ends of the comb are a little to thick. I can only use the brush side."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Debbie","Ithaca, NY",4,"Used mostly for shaping the brow, but the lash comb comes in handy, too."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Shellie","St. Cloud, MN",3,"I use this product daily when I put on mascara.  It does what I need it to do, but I think the product is made of average quality plastic."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","jenn","spokane",2,"Bought it to use on eyelash extensions and it does not work at all!"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Reesey","Kansas City, MO",5,"Great design and quality!"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Kat","Beaverton, OR",2,"Bristles don't feel right. I couldn't find spoolie brushes for sale so I bought this brush."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Diane","Mundelein. IL",5,"Its a basic tool."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","BB","Troutdale, OR",5,"?"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Lenore","Wichita KS",5,"I like the size of this product."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Janet","Baton Rouge",4,"The short handle takes a little getting used to, but overall, it's a great product."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Pink Ribbon Girl","Humble, TX",1,"If I hadn't opened it I would have brought it back.  The brush is too soft and doesn't isn't even able to brush the eyebrows."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","JacZ","GP, TX",4,"Great brow brush.  Really defines my brow line and helps me to even out the brow so i can pencil in the missing spots!"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Alabama1","Memphis, tn",2,"hard to mess up a brow brush, but it dies not work"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","LegalQT","Newport Beach, CA",5,"Its perfect and small and durable and REALLY combs your brows...no gel needed ...the comb part is good for unclumping mascara"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Deb","Brookfield, WI",5,"inexpensive brow and lash brush that really separates lashes.  great buy."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","superwendy","Orlando, FL",2,"The brush side is too soft and flexible to brush eyebrows. I think if I cut the brush down, it wouldn't be so flexible. But then why did I buy it if I have to do that??"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","cliffjumper","nashville,tn",5,"I was unsure of what style to get and brand but this one is absolutely my favorite compared to others for the price point!"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Gracie Bear","Maine",4,"I use both sides for my eyebrows."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","MT","NM",3,"n/a"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Kate","Pittsburgh",4,0
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Linda","Valparaiso, Indiana",5,"lashes"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Evelyn","Iowa",5,"Item does what it is meant to do.  With comb able to trims the brow hairs that were long and trim to correct size."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Vera","East Brunswick, NJ",5,"Love for on the go! Does not take up much space in my make-up bag but works just as well as my previous brush!!!!"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Cricket","Arizona City, AZ",5,"This works great and the brush part is perfect for what I needed it for."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","GG","NY",4,"I used this product as a brow brush and shaper, hoping that it would help straighten my eyebrow hairs. My brows are still pretty curly and unmanageable but I feel like it will start helping. It shapes brows pretty nicely and has soft bristles."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Dana","Houston, TX",5,"I love my little lash and eyebrow brush its a better quality than the other ones I've owned. It plays a big role in having beautiful lashe and great brows."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Candida","Vero beach fl",4,"Use daily"
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Sj","Mn",2,"I was unfortunately disappointed with this item. It doesn't feel comfortable in your hand. I ended up giving it to my 4 year old for playtime."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","LAGirl","LA",5,"It does what it's supposed to do. I have no complaints."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","LC","New York",1,"The comb does not work at all. Its nearly impossible to comb your lashes with it. The brush is decent but it does not justify the price. All in all a dud."
"http://www.ulta.com/lash-brow-definer?productId=prod1901301","Barb","Charlotte NC",2,"The small is just right, but the brush was too soft to comb through my eye brows."
